PROVINCIA	DENOMINACION GENÉRICA	LOCALIDAD	CÓDIGO	DENOMINACION ESPECÍFICA	DOMICILIO	CODPOSTAL	TELÉFONO	FAX	EMAIL
Zaragoza	Escuela de Educación Infantil	Utebo	50018672	LA ESTRELLA	CL. DINAMARCA ESQ.CL. MIGUEL, S/N SERVET	50180	976 773758	976 773758	
Zaragoza	Escuela de Educación Infantil	Villafranca de Ebro	50018684	LOS ZAGALES	CL. ESCUELAS, S/N	50174	976 16 70 01	976 16 62 65	a_villafranca@terra.es
Zaragoza	Escuela de Educación Infantil	Villanueva de Gállego	50018313	ZAGALICOS	CL. CONDE ARANDA 6	50830	976 45 13 42	976 18 04 04	zagalicos@villanuevadegallego.org
Zaragoza	Escuela de Educación Infantil	Zaragoza	50011872	VILLACAMPA	Cl. Villacampa, 32-36	50015	976 52 32 83	976 39 90 71	einfantil-villacampa@zaragoza.es
Zaragoza	Escuela de Educación Infantil	Zaragoza	50017527	PIRINEOS	CL. VALLE DE BROTO, S/N	50015	976 51 33 23	976 39 90 71	einfantil-pirineos@zaragoza.es
Zaragoza	Escuela de Educación Infantil	Zaragoza	50017539	LOS VIENTOS	CL. POETA LUÍS CERNUDA	50018	976 51 57 50	976 39 90 71	einfantil-vientos@zaragoza.es
Zaragoza	Escuela de Educación Infantil	Zaragoza	50018040	NUESTRA SEÑORA DE LORETO	BASE AÉREA DE ZARAGOZA, CTRA. DEL AEROPUERTO, S/N	50071	976 70 90 90	976 70 80 17	lorena.gil@kidsco.es
Zaragoza	Escuela de Educación Infantil	Zaragoza	50018192	LA PIRAÑA	CL. FLORENTINO BALLESTEROS, 2	50002	976 49 36 70	976 39 90 71	einfantil-pirana@zaragoza.es
Zaragoza	Escuela de Educación Infantil	Zaragoza	50018337	EL TREN	CL. Reino nº 5	50003	976 28 03 60	976 39 90 71	einfantil-tren@zaragoza.es
Zaragoza	Escuela de Educación Infantil	Zaragoza	50018349	LOS IBONES	CL. ANTONIO LEYVA Nº 102	50011	976 48 91 60	976 48 91 60	einfantil-oliver@zaragoza.es
Zaragoza	Escuela de Educación Infantil	Zaragoza	50018350	BRIOLETAS	CL. LA IGLESIA, Nº 32	50058	976 58 85 46	976 58 85 46	einfantil-santaisabel@zaragoza.es
Zaragoza	Escuela de Educación Infantil	Zaragoza	50018362	MARÍA URREA	CL. LUIS LEGAZ LACAMBRA Nº 44	50018	976 73 77 16	976 73 77 16	einfantil-acturnorte@zaragoza.es
Zaragoza	Escuela de Educación Infantil	Zaragoza	50018374	LA PAZ	CL. EMILIO PÉREZ VIDAL, Nº 9	50007	976 27 23 48	976 27 23 48	einfantil-lapaz@zaragoza.es
Zaragoza	Escuela de Educación Infantil	Zaragoza	50018878	EL BOSQUE	Pº. ECHEGARAY Y CABALLERO, 5	50003	976430862	976391522	
Zaragoza	Escuela de Educación Infantil	Zaragoza	50018881	EL ANDÉN	CL. SAN PEDRO ARBUÉS, 4	50010	976348103	976348103	einfantil-delicias@zaragoza.es
Zaragoza	Escuela de Educación Infantil	Zaragoza	50018969	DE LA DELEGACIÓN ESPECIAL DE ECONOMÍA Y HACIENDA DE ARAGÓN	CL. José Luis Albareda, 18	50004			
Zaragoza	Escuela de Educación Infantil	Zaragoza	50019135	PARQUE BRUIL	CL. Vicente López Abadía, 4	50002			
Zaragoza	Escuela de Educación Infantil	Zuera	50017734	LAS BALSAS	CL. VEINTITRÉS DE ABRIL, 20	50800	976 69 04 28	976 68 13 07	culturzuera@hotmail.com
Zaragoza	Escuela Hogar	Daroca	50001738	PUERTA DE ZARAGOZA	Cl. Mayor, 2	50360	976 80 02 33		ehdaroca@educa.aragon.es
Zaragoza	Escuela Hogar	Sos del Rey Católico	50004481	MANUELA PÉREZ DE BIEL	Pza. De La Villa, 2	50680	948 88 80 20		ehsos@aragon.es
Zaragoza	Escuela Oficial de Idiomas	Calatayud	50010892	JOHAN FERRÁNDEZ D'HEREDIA	P.º Ramón Y Cajal, 1	50300	976 88 55 42	976 89 13 34	eoicalatayud@educa.aragon.es
Zaragoza	Escuela Oficial de Idiomas	Ejea de los Caballeros	50010909	DE EJEA DE LOS CABALLEROS	Pza. De Goya, S/N	50600	976 66 35 44	976 66 35 44	eoiejea@educa.aragon.es
Zaragoza	Escuela Oficial de Idiomas	Tarazona	50011045	DE TARAZONA	Cl. Iglesias, 1	50500	976 64 24 21	976 64 30 04	eoitarazona@educa.aragon.es
Zaragoza	Escuela Oficial de Idiomas	Utebo	50011033	DE UTEBO	P.º Berbegal, 22	50180	976 78 59 62	976 78 60 07	eoiutebo@gmail.com
Zaragoza	Escuela Oficial de Idiomas	Zaragoza	50009762	Nº 1	Cl. Domingo Miral, 23	50009	976 35 72 89	976 56 80 34	eoizaragoza1@educa.aragon.es
Zaragoza	Escuela Oficial de Idiomas	Zaragoza	50010740	FERNANDO LÁZARO CARRETER	Cl. Cineasta Segundo De Chomón, S/N	50018	976 52 68 88	976 52 71 33	eoizaragoza2@educa.aragon.es
Zaragoza	Escuela Privada de Música	Zaragoza	50011598	SANTA MARÍA	Cl. Pedro Joaquín Soler, 8	50001	976 29 38 71		cmusicasantamaria@irsmaria.e.telefonica.net
Zaragoza	Escuela Privada de Música	Zaragoza	50017370	ESCUELA POPULAR DE MÚSICA	Cl. Jusepe Martínez, 17. Bajo	50003	976 29 13 38	976 20 33 87	epmzgz@gmail.com
Zaragoza	Escuela Privada de Música	Zaragoza	50017400	PABLO NASSARRE	Cl. Maestro Estremiana, 6	50006	976 25 08 48	976 25 08 48	
Zaragoza	Escuela Privada de Música	Zaragoza	50017591	ENCLAVE DE AR-T	CL. PREVISIÓN SOCIAL, 18, LOCAL	50008	976 13 44 85		administrador@enclavedeart.com
Zaragoza	Escuela Privada de Música	Zaragoza	50018222	LA PAZ	CL. OVIEDO, 181	50007			
Zaragoza	Escuela Privada de Música y Danza	Zaragoza	50017023	ALMOZARA	Avda. Puerta Sancho, 14	50003	976 44 38 04		fernandoromeroterrel@gmail.com
Zaragoza	Escuela Privada de Música y Danza	Zaragoza	50017060	FEDERICO CHOPÍN	Urb. Parque Roma, Local 12-B	50010	976 33 34 35		chopin@chopinzaragoza.com
Zaragoza	Escuela Privada de Música y Danza	Zaragoza	50018155	MOLINER	CL. MARÍA MOLINER, 20	50007			fernandoromeroterrell@gmail.com
Zaragoza	Escuela Pública de Música	Alagón	50017187	MIGUEL ARNAUDAS	Pza. San Antonio	50630	976 61 03 00	976 61 05 65	info@alagon.net
Zaragoza	Escuela Pública de Música	Almunia de Doña Godina (La)	50017412	ESCUELA DE MÚSICA	Cl. San Juan (Casa De Cultura)	50100	976 60 00 76	976 31 24 51	
Zaragoza	Escuela Pública de Música	Calatayud	50017281	JOSÉ DE NEBRA	Cl Baja Del Sepulcro, 2	50300	976 88 59 24	976 88 56 48	
Zaragoza	Escuela Pública de Música	Daroca	50010430	PABLO BRUNA	Cl. Mayor, 36	50360	976 80 10 37	976 80 03 62	emusipbruna@darcultura.e.telefonica.net
Zaragoza	Escuela Pública de Música	Ejea de los Caballeros	50017230	ESCUELA DE MÚSICA	Cl. Joaquín Costa, 29	50600	976 67 77 69	976 67 77 70	escuelademusica@aytoejea.es
Zaragoza	Escuela Pública de Música	Gallur	50017709	DE GALLUR	CL. CONSTITUCIÓN, S/N	50650		976 86 40 65	
Zaragoza	Escuela Pública de Música	Pina de Ebro	50017278	ESCUELA DE MÚSICA	Cl Fernando El Católico, 20	50750	976 16 50 07	976 15 55 88	aytopina@terra.es
Zaragoza	Escuela Pública de Música	Uncastillo	50017618	ESCUELA MUNICIPAL DE MÚSICA	CL.AFUERAS, S/N, PLTA. 1ª, EDIFICIO ESCOLAR	50678	976 67 90 01	976 67 94 97	
Zaragoza	Escuela Pública de Música	Utebo	50017199	ESCUELA DE MÚSICA	AVDA. DE NAVARRA, 12 (CENTRO POLIFUNCION)	50180	976 79 20 60	976 79 20 61	cmoliner@ayto-utebo.es
Zaragoza	Escuela Pública de Música	Villanueva de Gállego	50017795	EVARISTO BERNAL	PZA. ESPAÑA, 2	50830			fernandoromeroterrell@gmail.com
Zaragoza	Escuela Pública de Música	Zuera	50019184	VILLA DE ZUERA	CL. CRUZ CUBIERTA, 1	50800	976680002	976680818	ayuntamiento@ayunzuera.com
Zaragoza	Escuela Pública de Música y Danza	Zaragoza	50011549	ESCUELA DE MÚSICA Y DANZA	Cl. Domingo Miral, 5	50009	976 72 17 99		
Zaragoza	Escuela Superior de Diseño	Zaragoza	50017311	DE ARAGÓN	CL. MARÍA ZAMBRANO Nº 3	50018	976 23 75 45	976 21 56 29	administracion@esda.es
Zaragoza	Extensión de Escuela Oficial de Idiomas	Caspe	50017126	DE ALCAÑIZ	Cl. José Mª. Albareda, 4	50700	976 63 02 08	976 63 08 43	
Zaragoza	Extensión de Escuela Oficial de Idiomas	Zaragoza	50017102	Nº 1	CL. SAN VICENTE FERRER, 6	50011	976 33 18 03	976 31 28 00	
Zaragoza	Extensión de Escuela Oficial de Idiomas	Zuera	50017114	FERNANDO LÁZARO CARRETER	Cl. Puilatos, S/N	50800	976 69 04 83	976 69 04 83	eoizuera@educa.aragon.es
Zaragoza	Guardería del Gobierno de Aragón	Calatayud	50600105	NUESTRA SEÑORA DEL CARMEN	CL. Ramón y Cajal, s/n	50300	976 88 41 03		ginsdelcarmen@educa.aragon.es
Zaragoza	Guardería del Gobierno de Aragón	Ejea de los Caballeros	50600117	VIRGEN DE LA OLIVA	CL. Tauste, 28	50600	976 66 11 44		givirgendelaoliva@educa.aragon.es
Zaragoza	Guardería del Gobierno de Aragón	Gallur	50600129	SAN ANTONIO DE PADUA	CL. Colón, 4	50650	976 86 41 98	976 86 41 98	gisanantonio@educa.aragon.es
Zaragoza	Guardería del Gobierno de Aragón	Zaragoza	50600130	ARAGÓN	CL. Pablo Parellada, 46	50007	976 38 50 33		giaragon@educa.aragon.es
Zaragoza	Guardería del Gobierno de Aragón	Zaragoza	50600142	INMACULADA CONCEPCIÓN	CL. Jarque de Moncayo, 5	50012	976 33 20 78		giinmaculada@educa.aragon.es
Zaragoza	Guardería del Gobierno de Aragón	Zaragoza	50600154	MONSALUD	CL. Ramiro I de Aragón, s/n	50017	976 32 62 91		gimonsalud@educa.aragon.es
Zaragoza	Guardería del Gobierno de Aragón	Zaragoza	50600166	SANTA MARÍA DEL PILAR	CL. José Pellicer, 2	50007	976 27 24 87		gismdelpilar@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Alagón	50000163	CONDE ARANDA	AVDA. DE LA PORTALADA, 22	50630	976 61 60 80	976 61 60 80	iesalagon@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Almunia de Doña Godina (La)	50010533	CABAÑAS	Cl. Carrera De La Hilera, S/N	50100	976 81 24 80	976 81 21 62	iesalmunia@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Ateca	50011252	ZAURÍN	P.º Manubles, 6	50200	976 84 21 10	976 84 21 03	iesateca@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Borja	50000874	JUAN DE LANUZA	Cl. Capuchinos, 1	50540	976 86 73 68	976 85 26 27	iesborja@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Calatayud	50001167	LEONARDO DE CHABACIER	P.º San Nicolás De Francia, 10	50300	976 88 10 15	976 88 62 40	ieslchcalatayud@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Calatayud	50001179	EMILIO JIMENO	Cl. Río Perejiles, 2	50300	976 881 009	976 884 593	iesejcalatayud@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Cariñena	50001349	JOAQUÍN COSTA	Avda. Del Ejército, S/N	50400	976 62 01 20	976 62 01 15	iescarinena@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Casetas	50011069	ÁNGEL SANZ BRIZ	P.º De La Constitución, 31	50620	976 78 72 35	976 79 20 55	iesasbcasetass@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Caspe	50011732	MAR DE ARAGÓN	CL. JOSÉ MARÍA ALBAREDA, S/N	50700	976 63 02 08	976 63 08 43	iescaspe@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Daroca	50010284	COMUNIDAD DE DAROCA	Cl. Barranco De Luzbel, S/N	50360	976 80 20 72	976 80 20 16	iesdaroca@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Ejea de los Caballeros	50001830	REYES CATÓLICOS	CL. MARIANO ALASTUEY, 26	50600	976 66 06 45	976 66 40 30	iesrcejea@educaragon.es
Zaragoza	Instituto de Educación Secundaria	Ejea de los Caballeros	50009129	CINCO VILLAS	P.º DE LA CONSTITUCIÓN, 122-124-126	50600	976 66 00 08	976 66 30 93	iescvejea@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Épila	50011008	RODANAS	Avda. De La Estación, 1	50290	976 81 70 90	976 81 72 30	iesepila@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Fuentes de Ebro	50009543	BENJAMÍN JARNÉS	Cl. Agustina De Aragón, S/N	50740	976 16 08 87	976 16 12 72	iesfuentes@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Illueca	50010961	SIERRA DE LA VIRGEN	Cl. San Ildefonso, S/N	50250	976 82 25 44	976 82 22 11	iesillueca@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Mallén	50011677	VALLE DEL HUECHA	Avda. De La Libertad, 25	50550	976 86 14 09	976 86 14 13	iesmallen@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Pedrola	50011070	SIGLO XXI	Avda. Virgen Del Pilar, S/N	50690	976 61 91 31	976 61 91 82	iespedrola@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Tarazona	50011513	TUBALCAÍN	Avda. La Paz, S/N	50500	976 64 29 15	976 64 42 02	iestarazona@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Tauste	50008770	RÍO ARBA	Avda. Del Pilar, S/N	50660	976 85 40 20	976 85 94 49	iestauste@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Utebo	50010041	PEDRO CERRADA	Cl. Las Fuentes, 14	50180	976 77 42 55	976 77 41 39	iesutebo@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Utebo	50018428	TORRE DE LOS ESPEJOS	Avda. Puerto Rico, 9-11	50180	976772475	976792336	iesutebo2@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50005793	ÍTACA	Avda de los Estudiantes, 1	50058	976 57 24 26	976 57 44 71	iesitazaragoza@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50006414	VIRGEN DEL PILAR	P.º Reyes De Aragón, 20	50012	976 30 60 09	976 56 42 68	iesvdpzaragoza@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50008125	CORONA DE ARAGÓN	Cl. Corona De Aragón, 35	50009	976 46 70 00	976 46 70 61	iescorzaragoza@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50008174	MIGUEL SERVET	Pº RUISEÑORES, 49-51	50006	976 25 93 83	976 25 40 85	iesmsezaragoza@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50008186	RAMÓN PIGNATELLI	Cl. Jarque De Moncayo, 17	50012	976 33 38 78	976 34 00 81	secretaria@iespignatelli.es
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50008198	GOYA	Avda. Goya, 45	50006	976 35 82 22	976 56 36 03	iesgoyzaragoza@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50008277	JERÓNIMO ZURITA	Avda. Juan Carlos I, 11	50009	976 35 33 61		iesjerzaragoza@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50008289	PEDRO DE LUNA	Cl. Universidad, 2	50001	976 29 02 49	976 20 36 35	iespluzaragoza@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50008459	EL PORTILLO	Cl. Juan Xxiii, 3	50010	976 33 64 33	976 32 62 34	iesporzaragoza@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50008460	LUIS BUÑUEL	CL. Sierra Vicor, 20	50003	976 44 00 28	976 43 73 09	ieslbuzaragoza@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50008642	MARÍA MOLINER	Cl. San Vicente Ferrer, 6	50011	976 33 18 03	976 31 28 88	iesmmozaragoza@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50009166	JOSÉ MANUEL BLECUA	Cl. Cuarta Avenida, 13	50007	976 25 86 20	976 25 86 21	iesjmbzaragoza@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50009178	PABLO GARGALLO	Cami. Miraflores, 13	50007	976 38 50 12	976 25 54 20	iespagazaragoza@educa.aragon.e
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50009211	FÉLIX DE AZARA	CL. RAMIRO DE ARAGÓN, 15	50017	976 34 76 90	976 53 38 48	iesfazzaragoza@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50009348	AVEMPACE	Cl. Islas Canarias, 5	50015	976 51 86 66	976 73 01 69	avempace@avempace.com
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50009567	RÍO GÁLLEGO	Cl. Río Piedra, 4	50014	976 58 81 70	976 57 04 08	iesrgazaragoza@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50010144	PABLO SERRANO	CL. BATALLA DE LEPANTO, 30	50002	976 49 10 15	976 59 05 42	iespsezaragoza@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50010156	MIRALBUENO	Cl. Vistabella, 8	50011	976 33 04 50	976 31 62 20	iesmirzaragoza@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50010302	FRANCISCO GRANDE COVIÁN	Cl. Tomás Higuera, 60	50002	976 42 23 08	976 59 42 96	iesfgczaragoza@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50010491	SANTIAGO HERNÁNDEZ	Avda. De Navarra, 141	50017	976 32 42 00	976 33 79 85	iesshezaragoza@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50010511	TIEMPOS MODERNOS	CL. CINEASTA SEGUNDO DE CHOMÓN, 4	50018	976 52 53 02	976 52 56 92	info@iestiemposmodernos.com
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50010727	ELAIOS	Andador Pilar Cuartero Molinero, 3	50018	976 52 75 00	976 52 59 68	ieselazaragoza@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50010739	PILAR LORENGAR	Cl. Miguel Asso, 5	50014	976 47 59 66	976 47 54 36	iesplozaragoza@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50010946	ANDALÁN	Cl. París, 1	50003	976 28 19 43	976 28 35 46	iesandzaragoza@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50010958	MIGUEL DE MOLINOS	Cl. Gabriel García Márquez, 20	50018	976 73 21 25	976 46 64 45	iesmimozaragoza@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50010995	MEDINA ALBAIDA	Cl. José Luis Pomarón, 4	50008	976 49 19 00	976 49 18 29	iesmalzaragoza@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50011525	MIGUEL CATALÁN	P.º Isabel La Católica, 3	50009	976 40 20 04	876 11 06 62	mcatalan@ies-mcatalan.com
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50011550	RAMÓN Y CAJAL	CL. RAMÓN PIGNATELLI, 102	50004	976 40 51 80	976 28 50 75	iesryczaragoza@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50017886	LA AZUCARERA	CL. Matilde Sangüesa, 53	50015	976 47 83 83	976 47 84 06	iesazuzaragoza@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50018416	PARQUE GOYA	CL. Eugenio Lucas s/n	50018	976 506628	976 506630	iesparquegoya@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Zaragoza	50019020	VALDESPARTERA	CL. Isla del Tesoro, 14	50019	976932353	976932353	iesvaldespartera@educa.aragon.es
Zaragoza	Instituto de Educación Secundaria	Zuera	50009592	GALLICUM	Cami. De San Juan, S/N	50800	976 68 03 41	976 68 04 83	ieszuera@educa.aragon.es
Zaragoza	Instituto de Formación Profesional Específica	Movera	50005690	DE MOVERA	Ctra. Pastriz, Km. 3,6	50194	976 58 62 84	976 58 63 30	ifpemovera@educa.aragon.es
Zaragoza	Sección de Instituto de Educación Secundaria	Belchite	50011719	BENJAMÍN JARNÉS	Ronda Zaragoza, S/N	50130	976 83 90 75	976 83 90 75	iesbelchite@educa.aragon.es
Zaragoza	Sección de Instituto de Educación Secundaria	Bujaraloz	50011720	MAR DE ARAGÓN	Cl. La Luna, S/N	50177	976 17 32 20	976 17 93 12	iesbujaraloz@educa.aragon.es
Zaragoza	Sección de Instituto de Educación Secundaria	Maella	50011665	MAR DE ARAGÓN	Cl. Zaragoza, 50	50710	976 63 88 00	976 63 83 64	iesmaella@educa.aragon.es
Zaragoza	Sección de Instituto de Educación Secundaria	Mequinenza	50011689	BAJO CINCA	Ctra. De Fraga, S/N	50170	974 46 50 73	974 46 50 73	iesmequinenza@educa.aragon.es
Zaragoza	Sección de Instituto de Educación Secundaria	Puebla de Alfindén (La)	50018842	ÍTACA	CL. DON CIPRIANO GONZÁLEZ, 10	50171	976 107602		seciesitaca@educa.aragon.es
Zaragoza	Sección de Instituto de Educación Secundaria	Sádaba	50011690	REYES CATÓLICOS	Avda. Pirineos, S/N	50670	976 67 54 25	976 67 55 79	iessadaba@educa.aragon.es
Zaragoza	Sección de Instituto de Educación Secundaria	Sástago	50011707	BENJAMÍN JARNÉS	Cl. Luis Gracia, S/N	50780	976 17 21 92	976 17 20 98	iessastago@educa.aragon.es
Zaragoza	Sección de Instituto de Educación Secundaria	Villanueva de Gállego	50019101	GALLICUM	Rigoberta Menchú s/n	50830	976 18 50 27	97618 50 27	
